Item ID,High Price,Low Price,Margin,High Time,Low Time
1980,4,4,0,1728565811,1728565568
1982,26,25,1,1728565534,1728565822
1985,93,84,9,1728565894,1728565845
1987,16,15,1,1728565563,1728565949
1989,12996,10000,2996,1728565084,1728562837
1993,5,4,1,1728565936,1728565830
2003,63,62,1,1728565882,1728565875
2007,40,27,13,1728565713,1728565599
2011,568,544,24,1728565424,1728565223
2015,239,239,0,1728565832,1728554019
2017,250,250,0,1728534919,1728565559
2019,420,215,205,1728553722,1728563272
2021,300,300,0,1728553729,1728554009
2023,125,125,0,1728322366,1728540409
2025,24,23,1,1728565476,1728565907
2026,49,40,9,1728553969,1728558624
2028,759,250,509,1728565548,1728556238
2030,3,5,-2,1728528531,1728500435
2032,2900,99,2801,1726781562,1728359674
2034,1,9000,-8999,1728560483,1728404533
2036,27,27,0,1728378080,1728230471
2038,25,100,-75,1726238086,1728462605
2040,20,2,18,1728266475,1728248778
2048,10000,5000,5000,1728541818,1728563923
2054,3333,1002,2331,1728565474,1728547982
2064,4191,1000,3191,1728563830,1728548045
2074,9849,5000,4849,1728541897,1728547980
2080,2997,850,2147,1728541831,1728547978
2084,2525,1800,725,1728565852,1728557426
2092,17000,6000,11000,1728541876,1728547984
2102,350,250,100,1728565997,1728565827
2104,20,5,15,1728482144,1728447658
2106,99,66,33,1728552386,1728163969
2108,108,105,3,1728565701,1728565196
2110,95,99,-4,1728511936,1728408596
2112,500,500,0,1728564915,1728530799
2114,155,155,0,1728565799,1728565900
2116,174,183,-9,1728565841,1728534981
2118,150,96,54,1728553379,1728564560
2120,160,150,10,1728558544,1728565071
2122,1,1001,-1000,1728565544,1727911244
2124,70,50,20,1728507034,1728551888
2126,98,80,18,1728565282,1728565918
2128,100,100,0,1728565558,1728562460
2130,20,20,0,1728565973,1728557750
2132,91,91,0,1728565575,1728563523
2134,107,103,4,1728565993,1728557065
2136,98,60,38,1728565917,1728564817
2138,82,69,13,1728565935,1728565799
2140,170,85,85,1728562486,1728565811
2142,91,83,8,1728565768,1728564025
2150,288,278,10,1728565737,1728565707
2152,512,461,51,1728562868,1728564571
2162,412,400,12,1728565550,1728563933
2164,44,6,38,1728534729,1728564066
2165,2000,265,1735,1728500081,1728563888
2166,4000,564,3436,1728562982,1728563893
2167,1,1,0,1728538729,1728419386
2169,238,245,-7,1728565408,1728562452
2171,46,46,0,1728564927,1728561004
2185,500,500,0,1728565925,1728565035
2187,698,595,103,1728565438,1728564044
2191,3191,750,2441,1728541603,1728350958
2195,799,1560,-761,1728541590,1728444970
2205,5000,4005,995,1728563385,1728562398
2209,3000,788,2212,1728542057,1728562459
2213,4999,2501,2498,1728547490,1728548052
2217,6500,5238,1262,1728565687,1728558754
2219,30,400,-370,1727939048,1726430566
2221,43,54,-11,1723124774,1728400760
2223,8000,500,7500,1727939018,1727659901
2225,37,85,-48,1728123553,1726067317
2227,41,1,40,1728164250,1723160699
2229,372,372,0,1728495553,1728354969
2231,10000,351,9649,1726197309,1728384226
2233,13,63,-50,1728499441,1728339973
2235,18,100,-82,1727747854,1726323965
2237,19001,541,18460,1728065693,1728412519
2239,52,500,-448,1728452374,1728170037
2241,40000,81,39919,1728243518,1728502671
2243,640,1037,-397,1728563539,1728491266
2253,4642,1695,2947,1728548951,1728563992
2255,1204,1200,4,1728551409,1728563987
2259,750,11,739,1728521979,1728564033
2277,41998,3652,38346,1728548034,1728563948
2281,13989,4001,9988,1728559182,1728564002
2283,220,210,10,1728557490,1728561728
2289,634,630,4,1728565286,1728557124
2293,450,371,79,1728562817,1728565405
2297,800,779,21,1728564394,1728565430
2301,853,837,16,1728565974,1728565717
2307,497,442,55,1728565584,1728565927
2309,247,243,4,1728565990,1728565856
2313,38,36,2,1728565337,1728565948
2315,382,378,4,1728565731,1728565710
2317,564,480,84,1728528082,1728536869
2319,531,558,-27,1728505700,1728555105
2321,500,545,-45,1728564788,1728527585
2323,59,51,8,1728565991,1728565958
2325,466,320,146,1728565985,1728565079
2327,196,65,131,1728564660,1728565834
2337,3251,3690,-439,1728536103,1728563896
2341,5347,5315,32,1728560288,1728556030
2343,3700,3083,617,1728565648,1728565037
2347,54,50,4,1728565952,1728565975
2349,133,122,11,1728565997,1728565973
2351,201,196,5,1728565992,1728565912
2353,679,668,11,1728565987,1728565899
2355,116,112,4,1728565989,1728565611
2357,105,105,0,1728566001,1728565896
2359,677,677,0,1728565946,1728565911
2361,1809,1801,8,1728565995,1728565997
2363,12412,12408,4,1728565967,1728565969
2366,65353,64422,931,1728563039,1728565230
2368,775000,651000,124000,1728563046,1728533748
2370,304,367,-63,1728540925,1728441095
2428,20,11,9,1728565423,1728564536
2430,91,90,1,1728565911,1728564040
2432,700,729,-29,1728565896,1728565531
2434,9810,9707,103,1728565997,1728565990
2436,1610,1580,30,1728565810,1728565991
2438,82,28,54,1728564908,1728524559
2440,5399,5374,25,1728565995,1728565446
2442,5448,5375,73,1728565900,1728565999
2444,2596,2541,55,1728565993,1728565978
2446,229,222,7,1728565965,1728565978
2448,1289,1399,-110,1728565997,1728565626
2450,1799,1300,499,1728564615,1728565870
2452,1169,1158,11,1728565861,1728562117
2454,780,781,-1,1728552515,1728565868
2456,350,320,30,1728565361,1728555607
2458,212,202,10,1728562220,1728557137
2460,487,350,137,1728565467,1728565074
2462,300,150,150,1728563459,1728565073
2464,120,100,20,1728565931,1728565082
2466,1,1,0,1728565951,1728540312
2468,1000,987,13,1728565965,1728565078
2470,118,100,18,1728565939,1728565093
2472,199,150,49,1728564333,1728565080
2474,355205,251003,104202,1728560528,1728565062
2476,48465,38533,9932,1728564775,1728565314
2481,2049,1960,89,1728565595,1728565934
2483,2099,2096,3,1728565348,1728563086
2485,2100,1951,149,1728564237,1728566000
2487,1650,1452,198,1728565965,1728565681
2489,2480,1792,688,1728565915,1728565771
2491,2392,2333,59,1728565961,1728565790
2493,2207,2200,7,1728565966,1728565863
2495,3386,2803,583,1728565799,1728565647
2497,4349,4562,-213,1728565405,1728565811
2499,5280,5254,26,1728565990,1728565919
2501,6226,6213,13,1728565636,1728565735
2503,7700,7572,128,1728565972,1728565890
2505,2228,2228,0,1728565996,1728565996
2507,3335,3260,75,1728565569,1728565065
2509,5388,5324,64,1728565962,1728565483
2520,899,500,399,1728563653,1728561371
2522,317,500,-183,1728552516,1728564845
2524,228,200,28,1728524115,1728527307
2526,339,500,-161,1728520902,1728564015
2550,653,641,12,1728565867,1728565612
2552,691,675,16,1728565955,1728565209
2568,1098,1073,25,1728564004,1728564714
2570,1891,1831,60,1728565715,1728565977
2572,12158,12200,-42,1728565917,1728566000
2577,31576533,31401103,175430,1728565909,1728565964
2579,213849,205552,8297,1728565398,1728565275
2581,1390000,1279316,110684,1728565875,1728563952
2583,14265,15753,-1488,1728563534,1728532646
2585,16941,16055,886,1728537985,1728561051
2587,14171,16527,-2356,1728554062,1728563503
2589,10000,7777,2223,1728542053,1728560857
2591,144000,115000,29000,1728513395,1728564147
2593,68196,57500,10696,1728554077,1728558442
2595,110583,110583,0,1728525483,1728564140
2597,100448,107777,-7329,1728519318,1728564986
2599,11000,9682,1318,1728504522,1728565097
2601,3920,3400,520,1728560886,1728562674
2603,3176,3003,173,1728565613,1728563092
2605,4659,4739,-80,1728505313,1728564259
2607,17186,22971,-5785,1728541569,1728565128
2609,4093,4000,93,1728563022,1728564172
2611,6349,6000,349,1728560698,1728562947
2613,11887,10000,1887,1728565286,1728565293
2615,85000,81460,3540,1728565650,1728565577
2617,49000,48322,678,1728564938,1728565677
2619,116000,115000,1000,1728565756,1728565428
2621,121476,120000,1476,1728564101,1728563886
2623,40872,40872,0,1728565306,1728565943
2625,38266,37822,444,1728552460,1728563169
2627,27200,27000,200,1728558229,1728565951
2629,36209,32550,3659,1728565391,1728560413
2631,47351,36000,11351,1728511495,1728565150
2633,21344,16627,4717,1728515048,1728555812
2635,100000,70152,29848,1728563829,1728547606
2637,650000,150000,500000,1728510643,1728537219
2639,1826,2400,-574,1728533915,1728565061
2641,2500,2425,75,1728522815,1728559409
2643,60485,41953,18532,1728533558,1728563323
2645,4085,3500,585,1728562383,1728565024
2647,7000,6000,1000,1728559431,1728565164
2649,2252,1000,1252,1728556354,1728550821
2651,113405,139999,-26594,1728557924,1728560033
2653,44734,39324,5410,1728549462,1728565473
2655,37906,37620,286,1728560657,1728563370
2657,700896,685000,15896,1728564387,1728565112
2659,37367,34550,2817,1728562324,1728565476
2660,50000,,N/A,1618883126,
2661,70079,67666,2413,1728556293,1728565232
2663,69999,57000,12999,1728536162,1728562177
2665,90000,87666,2334,1728563940,1728563333
2667,77212,78555,-1343,1728531173,1728561006
2669,52735,41325,11410,1728559288,1728561803
2671,55000,41897,13103,1728559304,1728564755
2673,26615,24000,2615,1728562833,1728563325
2675,34783,34783,0,1728558182,1728560830
2859,543,541,2,1728565510,1728564587
2861,58,100,-42,1728563540,1728563859
2862,400,232,168,1728565518,1728561527
2864,87,74,13,1728549801,1728564064
2865,118,118,0,1728557490,1728565623
2866,178,173,5,1728565933,1728565183
2876,1700,1650,50,1728565965,1728565804
2878,355,355,0,1728560836,1728565813
2890,850,1,849,1728565276,1728560052
2894,919,350,569,1728561630,1728556655
2896,474,1039,-565,1728526873,1728458036
2898,9995,1603,8392,1728445270,1728535739
2900,1800,1119,681,1728527787,1728565082
2902,600,555,45,1728564377,1728556595
2904,1178,1131,47,1728565459,1728564864
2906,705,1151,-446,1728564755,1728552131
2908,875,1019,-144,1728565446,1728498195
2910,865,1508,-643,1728562440,1728551946
2912,964,121,843,1728562674,1728565797
2914,1395,1339,56,1728565975,1728563529
2916,1650,3,1647,1728525051,1728456748
2918,2264,5000,-2736,1728513715,1728519585
2920,1121,1559,-438,1728439590,1728565089
2922,1093,1074,19,1728564246,1728563331
2924,10000,1401,8599,1728538382,1728558244
2926,700,543,157,1728534690,1728104539
2928,37553,1437,36116,1728240490,1728557334
2930,1225,1225,0,1728565076,1728558241
2932,513,251,262,1728542874,1728557354
2934,1039,1037,2,1728565681,1728563282
2936,4994,690,4304,1728479316,1728540409
2938,7000,2000,5000,1728496596,1728528140
2940,1989,1900,89,1728544361,1728565094
2942,956,900,56,1728565456,1728565794
2955,138,138,0,1728528645,1728532106
2961,131,123,8,1728565858,1728550293
2970,278,274,4,1728565982,1728565916
2972,1500,1500,0,1728557980,1728520113
2974,3925,2850,1075,1728564166,1728519021
2976,407,22,385,1728556213,1728555388
2997,3384000,3252525,131475,1728557439,1728565580
2998,3499,3450,49,1728565705,1728565997
3000,8174,8176,-2,1728564967,1728565971
3002,3608,3552,56,1728565905,1728565629
3004,8457,8311,146,1728565876,1728565960
3008,520,496,24,1728565996,1728565010
3010,314,311,3,1728564704,1728565961
3012,295,250,45,1728544309,1728561889
3014,111,129,-18,1728535755,1728561385
3016,5030,4978,52,1728565998,1728565874
3018,3600,3525,75,1728565352,1728565897
3020,2286,2170,116,1728558227,1728563522
3022,1238,1183,55,1728541420,1728564513
3024,11044,10978,66,1728565970,1728565998
3026,8080,8040,40,1728565286,1728565953
3028,5321,5322,-1,1728559611,1728564995
3030,2670,2670,0,1728559614,1728565840
3032,306,303,3,1728565856,1728564647
3034,126,126,0,1728556548,1728565957
3036,177,170,7,1728549030,1728556639
3038,117,96,21,1728560336,1728563481
3040,125,111,14,1728565955,1728565295
3042,89,91,-2,1728564021,1728565150
3044,54,53,1,1728546792,1728565742
3046,50,30,20,1728565255,1728564820
3049,3436,3375,61,1728565833,1728565994
3051,8150,8118,32,1728565947,1728565988
3053,9443,9401,42,1728565885,1728566001
3054,28000,26203,1797,1728562286,1728565711
3093,5723,1555,4168,1728554482,1728520511
3094,8000,206,7794,1726962815,1727423118
3095,45,1,44,1728508167,1728241610
3096,16444,135,16309,1728545213,1728565997
3097,307,300,7,1728561382,1728565598
3098,46802,7165,39637,1728544272,1728541244
3099,668,774,-106,1728361373,1728550580
3100,1609,1581,28,1728140997,1728560858
3101,30000,10550,19450,1728528336,1728563233
3105,409,461,-52,1728563831,1728565618
3107,2328,1400,928,1728565042,1728562884
3122,36985,34302,2683,1728565185,1728565693
3123,7000,823,6177,1728500209,1728500469
3125,999,992,7,1728565926,1728565955
3138,50,45,5,1728565945,1728565913
3140,173206,171000,2206,1728565055,1728565943
3142,395,395,0,1728565989,1728565636
3144,508,497,11,1728565973,1728565978
3157,2999,1958,1041,1728564982,1728521714
3159,2678,1194,1484,1728564572,1728548263
3162,350,44,306,1728565840,1728561232
3183,495,476,19,1728565716,1728565959
3188,207,65,142,1728564576,1728565464
3190,5000,626,4374,1728524950,1728223425
3192,842,842,0,1728517978,1728493195
3194,1500,3120,-1620,1728328792,1727637429
3196,5000,2500,2500,1728522999,1728535461
3198,6600,6797,-197,1728545194,1728396083
3200,10698,10698,0,1728565733,1728562486
3202,37851,36216,1635,1728565488,1728565924
3204,149742,149193,549,1728564462,1728565865
3211,132,126,6,1728565477,1728565982
3216,927,824,103,1728565832,1728565945
3226,250,105,145,1728524414,1728481106
3228,256,69,187,1728565470,1728513985
3239,57,57,0,1728565987,1728565662
3325,1070,1031,39,1728565904,1728565992
3327,178,20,158,1728556303,1728533872
3329,117,150,-33,1728556199,1728331341
3331,30,7,23,1728556316,1728551925
3333,5000,4000,1000,1728420656,1728558779
3335,1,90,-89,1728556212,1728146175
3337,75,25,50,1728556227,1728518033
3339,897,843,54,1728525171,1728562085
3341,1530,598,932,1728464010,1728501916
3343,3577,1000,2577,1728565385,1728526887
3345,9999,210,9789,1728548905,1728548266
3347,287,251,36,1728563154,1728234644
3349,144,5,139,1728565953,1728533878
3351,39998,1450,38548,1728556928,1728536612
3353,3687,3300,387,1728560419,1728555730
3355,266,1104,-838,1728556342,1728336448
3357,597,400,197,1728547579,1728533805
3359,262,275,-13,1728556772,1728530743
3361,2976,2976,0,1728560611,1728541045
3363,490,420,70,1728565937,1728562149
3365,2172,720,1452,1728544489,1728488384
3367,2050,1884,166,1728564859,1728535013
3369,600,530,70,1728565257,1728562967
3371,2472,3441,-969,1728560854,1728442190
3373,2225,1940,285,1728563937,1728518911
3379,385,289,96,1728565983,1728547514
3381,2000,74,1926,1728533196,1728534187
3385,6986,5900,1086,1728564756,1728559628
3387,31325,30648,677,1728565330,1728565505
3389,24571,24014,557,1728565993,1728564152
3391,2474,2650,-176,1728512531,1728564733
3393,8300,7000,1300,1728562533,1728563707
3396,99,61,38,1728558706,1728565880
3398,3369,3086,283,1728556009,1728564594
3400,4400,3935,465,1728551308,1728563277
3402,4299,4299,0,1728565558,1728556797
3404,6000,5402,598,1728565790,1728560585
3406,3900,365,3535,1728563035,1728563671
3408,25,20,5,1728562187,1728564620
3410,1,10,-9,1728525971,1728564614
3412,3,3,0,1728552841,1728544944
3414,18,2,16,1728565604,1728549628
3420,198,198,0,1728565887,1728564642
3422,35,34,1,1728564475,1728564911
3424,48,11000,-10952,1728275910,1728539356
3426,33,33,0,1728543348,1728545052
3428,20,22,-2,1728554277,1728258994
3430,3627,3500,127,1728565893,1728564240
3432,2464,2500,-36,1728564081,1728533154
3434,1291,1150,141,1728560477,1728564905
3436,1999,550,1449,1728554337,1728562102
3438,1688,1552,136,1728564177,1728561689
3440,1703,2537,-834,1728564897,1728525493
3442,8000,2021,5979,1728565226,1728551219
3444,2513,1947,566,1728564647,1728565002
3446,4095,4095,0,1728551410,1728565631
3448,6450,6548,-98,1728565808,1728564538
3470,7600,7351,249,1728538089,1728565414
3472,3632,3525,107,1728504985,1728561044
3473,8303,4555,3748,1728533423,1728547224
3474,3949,3582,367,1728548372,1728565071
3475,3342,2874,468,1728547562,1728565018
3476,49650,45384,4266,1728564892,1728561431
3477,37995,48490,-10495,1728548757,1728565934
3478,50000,37899,12101,1728536732,1728555011
3479,38647,38283,364,1728564782,1728560036
3480,59000,38020,20980,1728551633,1728565312
3481,7432204,7230000,202204,1728565924,1728564463
3483,6849840,6753000,96840,1728565079,1728564484
3485,1540000,1488955,51045,1728563110,1728554415
3486,8999000,8602000,397000,1728556639,1728563447
3488,6399986,6075000,324986,1728556681,1728564474
3678,6498,5513,985,1728565961,1728564925
3749,41610,40406,1204,1728565878,1728565980
3751,81219,79000,2219,1728565882,1728565905
3753,99999,46200,53799,1728562841,1728565895
3755,41352,36770,4582,1728565115,1728565733
3759,3998,1122,2876,1728562795,1728440138
3761,250,65,185,1728520320,1728558347
3763,747,2395,-1648,1728543649,1728447214
3765,9999,1543,8456,1728563717,1728542021
3767,1,72,-71,1728559976,1728156152
3769,458,100000,-99542,1728519568,1726613263
3771,2459,878,1581,1728501045,1728526529
3773,75000,672,74328,1728485410,1728435080
3775,762,884,-122,1728544704,1728362162
3777,1424,1424,0,1728555910,1728542848
3779,579,4224,-3645,1728369982,1728532736
3781,770,1006,-236,1728536510,1728441898
3783,559,100,459,1728534589,1728440153
3785,76,65,11,1728562417,1728557926
3787,2475,2412,63,1728523446,1728537608
3789,2333,105,2228,1728562026,1728563280
3791,500,275,225,1728555525,1728552195
3793,532,20000,-19468,1728531813,1728131560
3795,525,5000,-4475,1728531827,1728076201
3797,1488,999,489,1728531797,1728557836
3799,225,1000,-775,1728563830,1728564990
3801,744,700,44,1728563177,1728563767
3803,206,102,104,1728489567,1728553751
3827,1405,1065,340,1728564745,1728565457
3828,3600,2974,626,1728564785,1728565496
3829,50000,1051,48949,1728563349,1728565107
3830,1104,1051,53,1728564815,1728565173
3831,8182,9015,-833,1728564913,1728565562
3832,12998,7501,5497,1728564585,1728565339
3833,11000,6001,4999,1728564600,1728564573
3834,10000,7906,2094,1728565365,1728563354
3835,2080,2021,59,1728563701,1728565637
3836,22999,1999,21000,1728562512,1728565213
3837,1865,3642,-1777,1728562525,1728565569
3838,1788,1749,39,1728564867,1728564990
3853,810,755,55,1728565966,1728565454
4012,207,205,2,1728565857,1728563284
4014,399,53,346,1728565823,1728559165
4016,3999,500,3499,1728479346,1728374577
4087,161408,161401,7,1728565854,1728565999
4089,19867,16159,3708,1728565914,1728565815
4091,71582,71250,332,1728565919,1728565992
4093,47561,47550,11,1728565910,1728566001
4095,6690,6381,309,1728565907,1728565555
4097,6640,7124,-484,1728565725,1728565552
4099,89000,82675,6325,1728558360,1728565822
4101,72411,71301,1110,1728565623,1728565554
4103,50000,47321,2679,1728565902,1728565841
4105,6251,6055,196,1728556441,1728564175
4107,97531,97531,0,1728562762,1728565826
4109,9144,8617,527,1728561657,1728565866
4111,72500,71899,601,1728561639,1728565926
4113,49995,47199,2796,1728563663,1728565065
4115,5555,5250,305,1728565191,1728565414
4117,12260,11319,941,1728563441,1728563186
4119,4500,780,3720,1728555087,1728561453
4121,6407,5000,1407,1728565225,1728564870
4123,270000,151,269849,1728378936,1728564136
4125,307,312,-5,1728558252,1728564833
4127,616,560,56,1728565400,1728565309
4129,3000,3000,0,1728565505,1728565623
4131,7499,7100,399,1728565994,1728565783
4151,1357465,1336376,21089,1728565976,1728566000
4153,696204,690000,6204,1728565955,1728565992
4156,8250,4815,3435,1728565499,1728563543
4161,23,16,7,1728565707,1728562762
4162,1999,601,1398,1728564930,1728563029
4164,465,300,165,1728565628,1728562783
4166,331,1636,-1305,1728565820,1728514297
4168,490,1016,-526,1728565885,1728564650
4170,22284,21194,1090,1728564493,1728565869
4207,346248,341004,5244,1728565700,1728565949
4298,227,60,167,1728564863,1728565127
4300,2000,2000,0,1728564854,1728565611
4302,446,423,23,1728564875,1728565144
4304,2071,3117,-1046,1728564874,1728562844
4306,2439,2400,39,1728564894,1728565117
4308,1833,1750,83,1728564937,1728565141
4310,562,555,7,1728565930,1728555001
4315,1170,1170,0,1728562871,1728553523
4317,1026,324,702,1728553634,1728562757
4319,216,680,-464,1728560617,1728534216
4321,452,505,-53,1728397691,1728534750
4323,450,6369,-5919,1728327716,1728545586
4325,96,69,27,1728531973,1728538400
4327,246,25,221,1728565671,1728433057
4329,1100,25,1075,1728531929,1728401959
4331,63,10,53,1728542593,1728481811
4333,2500,350,2150,1728557321,1728546058
4335,4405,943,3462,1728555860,1728559724
4337,402,100,302,1728560287,1728562770
4339,4444,315,4129,1728561781,1728534709
4341,802,25,777,1728565813,1728514582
4343,600,300,300,1728564594,1728545333
4345,200,107,93,1728561764,1728565015
4347,4000,2000,2000,1728562518,1728534052
4349,100,100,0,1728565467,1728531833
4351,374,150,224,1728561252,1728538324
4353,800,415,385,1728553027,1728552886
4355,589,1051,-462,1728524678,1728545417
4357,2200,1000,1200,1728537500,1728562730
4359,590,301,289,1728530519,1728558953
4361,7172,5000,2172,1728517761,1728560311
4363,687,25,662,1728549201,1728330787
4365,176,150,26,1728564286,1728539550
4367,1883,1500,383,1728530778,1728560779
4369,447,25,422,1728554529,1728501210
4371,460,124,336,1728543959,1728565887
4373,288,281,7,1728545530,1728565696
4375,4000,3070,930,1728427460,1728527533
4377,1999,641,1358,1728523905,1728562739
4379,400,251,149,1728526735,1728547903
4381,571,25,546,1728478734,1728502281
4383,299,138,161,1728561723,1728539107
4385,25,25,0,1728397109,1728552329
4387,83,80,3,1728520565,1728531444
4389,318,50,268,1728549012,1728462950
4391,7500,1500,6000,1728515036,1728539138
4393,314,372,-58,1728561955,1728548517
4395,1400,1345,55,1728560969,1728515793
4397,589,2,587,1728562829,1728562788
4399,10000,287,9713,1728377687,1728553839
4401,4999,898,4101,1728511155,1728531347
4403,1000,145,855,1728559848,1728516584
4405,95,100,-5,1728561476,1728559632
4407,310,25,285,1728562107,1728549290
4409,575,350,225,1728565163,1728530636
4411,315,315,0,1728558075,1728540937
4413,275,304,-29,1728554122,1728499555
4417,2993,2929,64,1728565495,1728565526
4419,1989,1850,139,1728558938,1728563484
4421,1200,1200,0,1728417208,1728565598
4423,567,539,28,1728555322,1728561015
4436,831,960,-129,1728558762,1728557532
4438,2,5000,-4998,1728448540,1727282070
4440,172,171,1,1728564635,1728561553
4456,943,220,723,1728565824,1728558795
4458,3000,27,2973,1728506412,1728514015
4460,350,368,-18,1728564900,1728559582
4517,9999,6231,3768,1728562721,1728563540
4522,1230,1430,-200,1728564178,1728534277
4525,52,50,2,1728543647,1728563159
4527,6,6,0,1728565362,1728565920
4529,520,520,0,1728565412,1728402211
4532,15000,12679,2321,1728562480,1728507816
4535,3000,5,2995,1728556685,1727824452
4537,512,2,510,1728565378,1728556769
4540,1,1,0,1728556831,1728268220
4542,20,18,2,1728565838,1728565597
4544,263,409,-146,1728562607,1728527347
4546,957,1003,-46,1728563193,1728491213
4548,1990,1823,167,1728565906,1728564920
4551,939,49,890,1728564950,1728563883
4580,1971,2001,-30,1728422888,1728565454
4582,6973,1000000,-993027,1727485189,1723167579
4585,161469,161000,469,1728565273,1728565985
4587,60200,59200,1000,1728565891,1728565925
4591,261,274,-13,1728552340,1727821619
4593,1,244,-243,1728558571,1728414177
4600,5000,195,4805,1728541551,1728564879
4608,418,402,16,1728551770,1728501494
4627,1372,901,471,1728565602,1728565761
4668,208,100,108,1728565696,1728505459
4675,72007,74095,-2088,1728565238,1728565997
4684,9900,4288,5612,1728565621,1728565505
4687,468,473,-5,1728565849,1728555162
4689,50000,1000,49000,1727409828,1728528445
4694,118,116,2,1728564800,1728565734
4695,116,115,1,1728565938,1728565902
4696,10,10,0,1728565826,1728565998
4697,54,51,3,1728565869,1728565990
4698,127,124,3,1728565868,1728565972
4699,24,21,3,1728565963,1728565964
4708,308418,302723,5695,1728565841,1728565746
4710,235007,230000,5007,1728565924,1728565949
4712,3989218,3945400,43818,1728565849,1728565741
4714,2900000,2855000,45000,1728565849,1728565739
4716,410950,402968,7982,1728565026,1728565741
4718,2289998,2253360,36638,1728565415,1728565972
4720,817000,795000,22000,1728562469,1728565960
4722,1036265,1033692,2573,1728565343,1728563698
4724,228173,230000,-1827,1728562811,1728565137
4726,219000,206000,13000,1728564393,1728564689
4728,422969,360000,62969,1728565403,1728565149
4730,293764,295000,-1236,1728562573,1728565170
4732,56993,56500,493,1728565750,1728565998
4734,109180,105237,3943,1728565389,1728564642
4736,1531816,1520000,11816,1728565803,1728565994
4738,881119,859007,22112,1728565807,1728565997
4740,97,76,21,1728565397,1728565967
4745,137995,131527,6468,1728565333,1728564517
4747,106500,104646,1854,1728565441,1728563748
4749,234000,230036,3964,1728565983,1728565555
4751,266000,262347,3653,1728565995,1728565314
4753,109502,107656,1846,1728565300,1728564585
4755,96231,94700,1531,1728561296,1728563680
4757,190000,162674,27326,1728565913,1728564574
4759,260000,250138,9862,1728565997,1728564591
4773,345,144,201,1728541777,1728550184
4778,70,40,30,1728545457,1728542792
4783,93,97,-4,1728564703,1728542874
4788,720,1888,-1168,1728537836,1728369231
4793,162,151,11,1728565549,1728557783
4798,264,237,27,1728564561,1728565360
4803,960,929,31,1728564765,1728565085
4812,482,358,124,1728557406,1728564599
4819,5,5,0,1728565832,1728565325
4820,12,12,0,1728564942,1728565930
4821,3500,1900,1600,1728541935,1728565711
4822,55,48,7,1728565862,1728565757
4823,135,128,7,1728564664,1728560735
4824,790,790,0,1728565626,1728563558
4825,700,10,690,1728554616,1728505427
4827,265,200,65,1728564923,1728564287
4830,3306,2000,1306,1728565611,1728565619
4832,8380,4773,3607,1728537504,1728529017
4834,40000,38001,1999,1728544617,1728564216
4842,800,739,61,1728565922,1728563564
4844,846,663,183,1728550218,1728563562
4846,389,383,6,1728535555,1728563579
4848,275,169,106,1728564256,1728555096
4850,2749,2749,0,1728565932,1728565933
4860,245700,244501,1199,1728564839,1728563075
4866,209983,173005,36978,1728552756,1728565077
4872,4074618,3903000,171618,1728508136,1728564650
4878,2885000,2890000,-5000,1728508128,1728565089
4884,399248,386902,12346,1728546193,1728565600
4890,2178291,2200011,-21720,1728526894,1728565610
4896,749449,735012,14437,1728546392,1728565897
4902,997000,973000,24000,1728562189,1728565893
4908,157677,174000,-16323,1728368622,1728562368
4914,160063,160000,63,1728552731,1728559679
4920,297357,297357,0,1728564019,1728565351
4926,232511,209000,23511,1728558783,1728564120
4932,18033,20004,-1971,1728563657,1728565704
4938,112499,95504,16995,1728562530,1728565711
4944,1430000,1429655,345,1728562401,1728565972
4950,821108,793000,28108,1728557204,1728565976
4956,97556,89111,8445,1728492564,1728556762
4962,97000,95101,1899,1728109128,1728565712
4968,169540,180000,-10460,1728556270,1728565780
4974,202084,197500,4584,1728537356,1728565782
4980,67158,70888,-3730,1728565651,1728565744
4986,95442,95350,92,1728382449,1728550122
4992,169700,167300,2400,1728382437,1728564138
4998,191633,187230,4403,1728563537,1728563579
5001,448,246,202,1728564716,1728562984
5003,5500,200,5300,1728367071,1728493020
5014,4500,1125,3375,1728564263,1728565428
5016,1038,1016,22,1728565464,1728563066
5018,2178,1003,1175,1728461378,1728547586
5024,1,8477,-8476,1728513093,1727885985
5026,840,1274,-434,1728471952,1728513200
5028,1317,500,817,1728520673,1728530109
5030,409,823,-414,1728544894,1728274450
5032,10000,10000,0,1728543004,1728499606
5034,15000,15000,0,1728558133,1728558133
5036,420,2,418,1728254467,1727112841
5038,729,50000,-49271,1728222565,1728438246
5040,10000,2000,8000,1728365408,1728461719
5042,1296,2,1294,1728536347,1728510418
5044,4996,100,4896,1728565330,1728529880
5046,3747,3666,81,1728564798,1728558813
5048,634,659,-25,1728510998,1728163684
5050,14000,2000,12000,1728558056,1728545967
5052,709,5000,-4291,1728140928,1728552659
5075,7265,7265,0,1728565446,1728565992
5096,7,6,1,1728565875,1728565831
5097,8,2,6,1728563289,1728565811
5098,15,2,13,1728561103,1728565809
5099,8,4,4,1728560675,1728565457
5100,22,20,2,1728565985,1728565457
5101,13,3,10,1728564984,1728565579
5102,10,6,4,1728562675,1728565807
5103,80,50,30,1728557805,1728565776
5104,36,6,30,1728560309,1728565468
5105,45,10,35,1728564481,1728565600
5106,80,50,30,1728565634,1728564730
5280,110,87,23,1728565799,1728565875
